OrderID,ProductCategory,ProductID,Supplier,OriginCountry,DestinationCity,ShippingMode,OrderDate,ShipDate,DeliveryDate,PromisedDate,OrderStatus,UnitsOrdered,UnitCost,UnitPrice,ManufacturingCost,TransportationCost,DamagedUnits,ReturnStatus,SatisfactionScore
10151,Home Goods,HG-792,Supplier A,China,Los Angeles,Land,7/21/2025,7/26/2025,8/3/2025,8/5/2025,Delivered,450,99.26,214.99,44667,2010.01,0,No,5
10152,Electronics,Model-D274,Global Imports,USA,Chicago,Land,2/14/2024,2/18/2024,3/1/2024,2/29/2024,Delayed,428,22.42,48.13,9595.76,431.81,0,No,4
10153,Electronics,Model-E903,Supplier C,China,Houston,Land,6/6/2025,6/8/2025,6/14/2025,6/16/2025,Delivered,92,85.68,145.23,7882.56,354.72,0,No,5
10154,Home Goods,HG-723,Supplier C,Mexico,Phoenix,Express,11/10/2023,11/14/2023,11/15/2023,11/14/2023,Delayed,156,138.2,327.41,21559.2,2155.92,0,Yes,3
10155,Apparel,SKU-2885,Global Imports,USA,New York,Sea,10/16/2023,10/17/2023,11/21/2023,11/24/2023,Delivered,422,127.36,293.16,53745.92,1612.38,0,No,5
10156,Apparel,SKU-7098,Supplier A,China,Los Angeles,Land,10/28/2023,10/30/2023,11/10/2023,11/12/2023,Delivered,151,131.65,257.39,19879.15,894.56,0,No,5
10157,Home Goods,HG-753,Supplier B,Mexico,Chicago,Land,8/28/2024,9/1/2024,9/9/2024,9/13/2024,Delivered,426,30.22,56.26,12873.72,579.32,40,No,3
10158,Home Goods,HG-871,Supplier A,China,Houston,Land,8/1/2024,8/2/2024,8/8/2024,8/12/2024,Delivered,90,100.08,198.83,9007.2,405.32,4,No,3
10159,Home Goods,HG-723,Supplier C,Germany,Phoenix,Air,1/12/2024,1/13/2024,1/17/2024,1/20/2024,Delivered,168,141.84,224.63,23829.12,1787.18,0,No,5
10160,Apparel,SKU-6533,Supplier B,Germany,New York,Land,9/26/2025,9/30/2025,10/11/2025,10/12/2025,Delivered,373,50.91,98.58,18989.43,854.52,0,No,5
10161,Home Goods,HG-723,Supplier B,China,Los Angeles,Express,6/3/2024,6/4/2024,6/7/2024,6/7/2024,Delivered,425,27.49,45.26,11683.25,1168.33,0,No,5
10162,Home Goods,HG-792,Supplier B,Mexico,Chicago,Land,4/14/2025,4/19/2025,4/29/2025,4/28/2025,Delayed,483,28.17,51.35,13606.11,612.27,0,No,4
10163,Apparel,SKU-1750,Global Imports,Mexico,Houston,Sea,9/5/2025,9/6/2025,10/12/2025,10/11/2025,Delayed,291,125.79,303.97,36604.89,1098.15,0,Yes,3
10164,Apparel,SKU-6533,Supplier C,Vietnam,Phoenix,Land,6/4/2025,6/9/2025,6/18/2025,6/17/2025,Delayed,120,70.24,164.63,8428.8,379.3,8,No,2
10165,Apparel,SKU-1750,National Logistics,USA,New York,Air,8/12/2024,8/15/2024,8/20/2024,8/21/2024,Delivered,252,39.2,91.9,9878.4,740.88,0,No,5
10166,Electronics,Model-A897,Supplier A,Vietnam,Los Angeles,Sea,2/11/2025,2/13/2025,3/8/2025,3/12/2025,Delivered,341,120.28,194.4,41015.48,1230.46,0,No,5
10167,Electronics,Model-D274,Global Imports,Germany,Chicago,Sea,9/9/2025,9/11/2025,10/21/2025,10/25/2025,Delivered,462,15.14,33.89,6994.68,209.84,0,No,5
10168,Electronics,Model-B583,Supplier B,Mexico,Houston,Express,4/3/2025,4/8/2025,4/9/2025,4/8/2025,Delayed,142,25.24,44.85,3584.08,358.41,0,No,4
10169,Electronics,Model-C260,Global Imports,Germany,Phoenix,Land,9/16/2024,9/21/2024,9/29/2024,9/29/2024,Delivered,252,53.42,84.54,13461.84,605.78,0,No,5
10170,Electronics,Model-A897,Global Imports,China,New York,Land,7/3/2025,7/7/2025,7/15/2025,7/15/2025,Delivered,214,127.01,259.8,27180.14,1223.11,0,No,5
10171,Home Goods,HG-792,Supplier C,Germany,Los Angeles,Express,7/28/2024,7/29/2024,8/1/2024,7/31/2024,Delayed,134,43.31,74.3,5803.54,580.35,0,Yes,3
10172,Apparel,SKU-2885,Supplier C,Germany,Chicago,Air,2/5/2025,2/10/2025,2/14/2025,2/18/2025,Delivered,281,95.93,171,26956.33,2021.72,0,No,5
10173,Electronics,Model-D274,Supplier C,Mexico,Houston,Express,8/14/2024,8/15/2024,8/16/2024,8/20/2024,Delivered,81,136.93,248.02,11091.33,1109.13,0,No,5
10174,Home Goods,HG-753,Supplier A,Germany,Phoenix,Express,5/3/2025,5/5/2025,5/8/2025,5/8/2025,Delivered,395,51.31,102.33,20267.45,2026.75,0,No,5
10175,Apparel,SKU-8340,Supplier A,China,New York,Air,5/16/2024,5/20/2024,5/24/2024,5/23/2024,Delayed,453,56.64,131.92,25657.92,1924.34,0,Yes,3
10176,Home Goods,HG-753,Global Imports,Mexico,Los Angeles,Air,12/3/2023,12/8/2023,12/13/2023,12/16/2023,Delivered,168,129.97,321.53,21834.96,1637.62,0,No,5
10177,Electronics,Model-D274,Global Imports,Germany,Chicago,Express,1/8/2024,1/13/2024,,1/17/2024,Cancelled,225,122.65,239.64,27596.25,2759.62,0,No,
10178,Home Goods,HG-593,National Logistics,Vietnam,Houston,Sea,7/17/2024,7/18/2024,8/9/2024,8/13/2024,Delivered,127,109.04,221.74,13848.08,415.44,0,No,5
10179,Apparel,SKU-1750,Global Imports,Mexico,Phoenix,Sea,7/26/2025,7/31/2025,9/9/2025,9/13/2025,Delivered,297,136.22,268.9,40457.34,1213.72,3,Yes,2
10180,Apparel,SKU-2885,Supplier C,Germany,New York,Express,6/30/2024,7/3/2024,7/5/2024,7/4/2024,Delayed,269,69.22,154.54,18620.18,1862.02,0,Yes,3
10181,Apparel,SKU-6533,Supplier A,Mexico,Los Angeles,Sea,3/31/2025,4/3/2025,5/8/2025,5/11/2025,Delivered,134,13.03,31.74,1746.02,52.38,0,No,5
10182,Electronics,Model-D274,Supplier B,China,Chicago,Sea,2/4/2024,2/7/2024,3/8/2024,3/7/2024,Delayed,181,59.09,119.79,10695.29,320.86,0,No,4
10183,Electronics,Model-A897,Supplier B,Germany,Houston,Sea,12/20/2024,12/23/2024,1/25/2025,1/26/2025,Delivered,317,115.96,218.07,36759.32,1102.78,5,No,3
10184,Home Goods,HG-792,Global Imports,USA,Phoenix,Sea,4/26/2025,4/29/2025,5/28/2025,5/31/2025,Delivered,415,47.72,89.36,19803.8,594.11,0,No,5
10185,Home Goods,HG-792,Supplier A,USA,New York,Sea,9/4/2025,9/5/2025,10/8/2025,10/8/2025,Delivered,452,149.39,265.44,67524.28,2025.73,0,No,5
10186,Home Goods,HG-753,Supplier C,Mexico,Los Angeles,Air,12/5/2024,12/10/2024,12/16/2024,12/18/2024,Delivered,469,74.5,150.58,34940.5,2620.54,0,No,5
10187,Home Goods,HG-593,Supplier B,Mexico,Chicago,Land,10/26/2023,10/29/2023,11/7/2023,11/8/2023,Delivered,178,134.52,210.39,23944.56,1077.51,0,No,5
10188,Electronics,Model-E903,Supplier C,China,Houston,Express,2/18/2025,2/19/2025,2/20/2025,2/24/2025,Delivered,344,50.52,99.37,17378.88,1737.89,0,No,5
10189,Apparel,SKU-8340,Global Imports,China,Phoenix,Sea,6/11/2025,6/16/2025,7/10/2025,7/14/2025,Delivered,345,25,41.85,8625,258.75,0,No,5
10190,Apparel,SKU-6533,Supplier B,Germany,New York,Sea,12/8/2024,12/10/2024,1/7/2025,1/11/2025,Delivered,304,134.92,211.54,41015.68,1230.47,0,No,5
10191,Home Goods,HG-753,National Logistics,USA,Los Angeles,Sea,1/13/2024,1/16/2024,2/17/2024,2/18/2024,Delivered,499,44.69,93.72,22300.31,669.01,0,No,5
10192,Home Goods,HG-871,National Logistics,China,Chicago,Express,1/5/2024,1/8/2024,1/11/2024,1/14/2024,Delivered,338,138.17,284.29,46701.46,4670.15,0,No,5
10193,Apparel,SKU-7098,National Logistics,China,Houston,Air,10/14/2023,10/16/2023,10/22/2023,10/24/2023,Delivered,336,61.8,146.3,20764.8,1557.36,0,No,5
10194,Home Goods,HG-792,Supplier A,China,Phoenix,Land,8/1/2024,8/2/2024,8/7/2024,8/7/2024,Delivered,159,30.01,60.13,4771.59,214.72,0,No,5
10195,Electronics,Model-C260,Supplier A,China,New York,Express,3/18/2024,3/19/2024,3/20/2024,3/24/2024,Delivered,90,36.42,82.99,3277.8,327.78,0,No,5
10196,Apparel,SKU-6533,Supplier A,Mexico,Los Angeles,Land,4/5/2024,4/8/2024,4/15/2024,4/17/2024,Delivered,428,28.68,52.46,12275.04,552.38,0,No,5
10197,Electronics,Model-C260,Global Imports,USA,Chicago,Air,8/18/2024,8/19/2024,8/24/2024,8/27/2024,Delivered,406,70.17,164.97,28489.02,2136.68,0,No,5
10198,Apparel,SKU-2885,National Logistics,Mexico,Houston,Sea,9/14/2024,9/17/2024,10/15/2024,10/19/2024,Delivered,106,99.27,215.49,10522.62,315.68,0,No,5
10199,Apparel,SKU-8340,Supplier C,Vietnam,Phoenix,Sea,4/21/2025,4/26/2025,5/29/2025,6/2/2025,Delivered,81,64.53,104.04,5226.93,156.81,0,No,5
10200,Electronics,Model-D274,National Logistics,Vietnam,New York,Air,4/18/2025,4/21/2025,4/26/2025,4/28/2025,Delivered,477,71,109.18,33867,2540.03,0,No,5
10201,Home Goods,HG-792,Supplier B,China,Los Angeles,Land,2/28/2025,3/5/2025,3/12/2025,3/12/2025,Delivered,91,54.66,106.49,4974.06,223.83,0,No,5
10202,Home Goods,HG-723,Supplier C,USA,Chicago,Air,1/25/2024,1/30/2024,2/5/2024,2/7/2024,Delivered,289,52.14,80.45,15068.46,1130.13,15,Yes,2
10203,Home Goods,HG-593,Global Imports,Germany,Houston,Express,11/13/2024,11/14/2024,11/15/2024,11/17/2024,Delivered,327,54.74,115.93,17899.98,1790,0,No,5
10204,Apparel,SKU-2885,Global Imports,Vietnam,Phoenix,Air,11/9/2023,11/14/2023,11/20/2023,11/23/2023,Delivered,296,130.1,278.64,38509.6,2888.22,0,No,5
10205,Electronics,Model-E903,Global Imports,Vietnam,New York,Land,5/17/2025,5/19/2025,5/31/2025,6/3/2025,Delivered,198,37.16,74.31,7357.68,331.1,0,No,5
10206,Home Goods,HG-723,Supplier A,USA,Los Angeles,Express,4/8/2024,4/10/2024,4/11/2024,4/11/2024,Delivered,465,26.34,42.39,12248.1,1224.81,0,No,5
10207,Electronics,Model-D274,Supplier B,Germany,Chicago,Land,4/23/2024,4/24/2024,5/2/2024,5/3/2024,Delivered,369,51.76,90.18,19099.44,859.47,0,No,5
10208,Apparel,SKU-1750,Supplier C,Germany,Houston,Air,5/27/2024,6/1/2024,6/5/2024,6/9/2024,Delivered,297,51.89,109.67,15411.33,1155.85,0,No,5
10209,Home Goods,HG-753,Supplier A,Germany,Phoenix,Land,9/21/2025,9/24/2025,10/5/2025,10/9/2025,Delivered,115,46.13,73.48,5304.95,238.72,0,No,5
10210,Electronics,Model-B583,National Logistics,Germany,New York,Air,10/13/2024,10/14/2024,10/19/2024,10/18/2024,Delayed,329,18.69,36.62,6149.01,461.18,0,Yes,3
10211,Home Goods,HG-593,Supplier C,Mexico,Los Angeles,Express,3/5/2025,3/10/2025,3/11/2025,3/14/2025,Delivered,399,69.95,146.12,27910.05,2791.01,0,No,5
10212,Apparel,SKU-1750,National Logistics,Vietnam,Chicago,Land,8/18/2025,8/21/2025,8/27/2025,8/30/2025,Delivered,456,125.29,268.83,57132.24,2570.95,0,No,5
10213,Electronics,Model-C260,National Logistics,Mexico,Houston,Sea,10/25/2023,10/28/2023,11/17/2023,11/16/2023,Delayed,466,54.66,111.95,25471.56,764.15,0,Yes,3
10214,Home Goods,HG-871,Supplier C,China,Phoenix,Sea,12/23/2024,12/27/2024,1/31/2025,2/1/2025,Delivered,125,67.08,119.98,8385,251.55,0,No,5
10215,Apparel,SKU-1750,Supplier A,USA,New York,Land,3/20/2025,3/24/2025,4/3/2025,4/7/2025,Delivered,356,124.64,220.49,44371.84,1996.73,0,No,5
10216,Apparel,SKU-8340,Supplier A,USA,Los Angeles,Express,10/25/2024,10/26/2024,10/29/2024,10/31/2024,Delivered,365,66.74,131.91,24360.1,2436.01,0,No,5
10217,Electronics,Model-A897,National Logistics,Vietnam,Chicago,Sea,8/23/2024,8/24/2024,9/23/2024,9/22/2024,Delayed,210,53.91,111.88,11321.1,339.63,1,Yes,1
10218,Home Goods,HG-871,Supplier C,Germany,Houston,Land,5/29/2024,6/3/2024,6/9/2024,6/13/2024,Delivered,479,136.81,246.17,65531.99,2948.94,0,No,5
10219,Electronics,Model-A897,Supplier C,Germany,Phoenix,Express,10/27/2023,10/30/2023,11/2/2023,11/4/2023,Delivered,314,36.04,86.3,11316.56,1131.66,0,No,5
10220,Home Goods,HG-871,Supplier A,Germany,New York,Land,4/14/2024,4/19/2024,4/26/2024,4/27/2024,Delivered,403,15.49,37.03,6242.47,280.91,0,No,5
10221,Apparel,SKU-8340,Supplier C,Germany,Los Angeles,Sea,2/27/2024,3/3/2024,3/29/2024,3/30/2024,Delivered,323,55.48,84.64,17920.04,537.6,0,No,5
10222,Apparel,SKU-6533,Supplier C,Mexico,Chicago,Land,10/24/2023,10/26/2023,11/1/2023,11/2/2023,Delivered,446,42.73,81.74,19057.58,857.59,0,No,5
10223,Home Goods,HG-792,Supplier A,Vietnam,Houston,Land,3/4/2024,3/6/2024,3/15/2024,3/14/2024,Delayed,366,125.41,281.18,45900.06,2065.5,0,No,4
10224,Home Goods,HG-871,Global Imports,Germany,Phoenix,Land,2/7/2025,2/12/2025,2/21/2025,2/23/2025,Delivered,428,78.07,118.8,33413.96,1503.63,0,No,5
10225,Home Goods,HG-593,Supplier A,Mexico,New York,Sea,11/1/2023,11/3/2023,12/12/2023,12/15/2023,Delivered,171,75.59,150.32,12925.89,387.78,0,No,5
10226,Apparel,SKU-2885,Global Imports,Vietnam,Los Angeles,Express,3/9/2025,3/10/2025,3/13/2025,3/16/2025,Delivered,102,48.56,89.33,4953.12,495.31,0,No,5
10227,Electronics,Model-B583,Supplier B,Mexico,Chicago,Express,6/27/2024,7/2/2024,7/4/2024,7/5/2024,Delivered,486,116.56,277.51,56648.16,5664.82,0,No,5
10228,Electronics,Model-E903,Supplier C,Germany,Houston,Air,11/24/2024,11/25/2024,12/1/2024,11/30/2024,Delayed,493,141.26,292.29,69641.18,5223.09,0,Yes,3
10229,Home Goods,HG-753,Supplier C,Germany,Phoenix,Sea,3/20/2025,3/23/2025,4/22/2025,4/22/2025,Delivered,259,56.1,126.18,14529.9,435.9,0,No,5
10230,Home Goods,HG-792,Supplier B,China,New York,Express,4/12/2025,4/13/2025,4/14/2025,4/17/2025,Delivered,291,149.16,282.56,43405.56,4340.56,0,No,5
10231,Electronics,Model-D274,Supplier C,Vietnam,Los Angeles,Air,4/4/2024,4/5/2024,4/12/2024,4/11/2024,Delayed,141,94.33,222.96,13300.53,997.54,0,Yes,3
10232,Electronics,Model-D274,National Logistics,USA,Chicago,Sea,12/27/2024,12/29/2024,2/6/2025,2/8/2025,Delivered,500,130.73,235,65365,1960.95,0,No,5
10233,Apparel,SKU-1750,Supplier C,Mexico,Houston,Sea,10/17/2023,10/18/2023,11/9/2023,11/11/2023,Delivered,94,84.42,140.51,7935.48,238.06,0,No,5
10234,Apparel,SKU-1750,National Logistics,China,Phoenix,Land,9/9/2025,9/13/2025,9/19/2025,9/19/2025,Delivered,297,82.21,164.08,24416.37,1098.74,0,No,5
10235,Electronics,Model-B583,National Logistics,USA,New York,Air,9/17/2025,9/19/2025,9/22/2025,9/23/2025,Delivered,192,15.31,31.66,2939.52,220.46,0,No,5
10236,Electronics,Model-D274,National Logistics,Germany,Los Angeles,Air,4/21/2025,4/25/2025,4/29/2025,4/30/2025,Delivered,437,60.37,117.63,26381.69,1978.63,0,No,5
10237,Electronics,Model-D274,Supplier B,China,Chicago,Sea,12/11/2023,12/14/2023,1/9/2024,1/12/2024,Delivered,56,150.14,281.46,8407.84,252.24,0,No,5
10238,Home Goods,HG-723,Supplier A,Germany,Houston,Air,10/31/2024,11/3/2024,11/6/2024,11/5/2024,Delayed,496,106.48,228.43,52814.08,3961.06,0,No,4
10239,Electronics,Model-C260,National Logistics,Mexico,Phoenix,Sea,4/18/2024,4/22/2024,5/20/2024,5/22/2024,Delivered,280,58.68,128.77,16430.4,492.91,0,No,5
10240,Electronics,Model-B583,Global Imports,Mexico,New York,Sea,7/13/2025,7/17/2025,8/7/2025,8/10/2025,Delivered,465,113.4,193.99,52731,1581.93,0,No,5
10241,Electronics,Model-E903,National Logistics,Vietnam,Los Angeles,Sea,12/25/2023,12/30/2023,,2/5/2024,Cancelled,166,83.11,201.99,13796.26,413.89,0,No,
10242,Home Goods,HG-723,Global Imports,Vietnam,Chicago,Express,7/4/2024,7/8/2024,,7/11/2024,Cancelled,392,26.23,60.07,10282.16,1028.22,0,No,
10243,Apparel,SKU-8340,Supplier C,China,Houston,Sea,5/27/2025,5/31/2025,,6/28/2025,Cancelled,230,33.19,72.73,7633.7,229.01,0,No,
10244,Apparel,SKU-8340,Supplier C,Vietnam,Phoenix,Sea,9/11/2025,9/16/2025,10/7/2025,10/10/2025,Delivered,87,28.01,44.92,2436.87,73.11,0,No,5
10245,Apparel,SKU-1750,National Logistics,Germany,New York,Land,3/11/2025,3/12/2025,3/20/2025,3/24/2025,Delivered,319,33.78,75.31,10775.82,484.91,0,No,5
10246,Home Goods,HG-723,Supplier B,China,Los Angeles,Air,11/15/2024,11/20/2024,11/26/2024,11/29/2024,Delivered,433,76.13,129.04,32964.29,2472.32,0,No,5
10247,Electronics,Model-B583,Supplier C,Germany,Chicago,Air,2/29/2024,3/3/2024,3/8/2024,3/12/2024,Delivered,192,76.85,120.69,14755.2,1106.64,0,No,5
10248,Home Goods,HG-792,Supplier C,Mexico,Houston,Sea,1/12/2025,1/17/2025,2/16/2025,2/16/2025,Delivered,105,21.78,44.04,2286.9,68.61,0,No,5
10249,Home Goods,HG-792,National Logistics,Germany,Phoenix,Land,7/26/2024,7/30/2024,8/4/2024,8/6/2024,Delivered,155,90.79,147.57,14072.45,633.26,0,No,5
10250,Electronics,Model-B583,Supplier A,Vietnam,New York,Sea,2/25/2024,2/29/2024,3/30/2024,4/2/2024,Delivered,148,146.05,270.11,21615.4,648.46,0,No,5
10251,Apparel,SKU-6533,National Logistics,Mexico,Los Angeles,Land,9/30/2025,10/3/2025,10/12/2025,10/14/2025,Delivered,242,25.52,62.85,6175.84,277.91,0,No,5
10252,Home Goods,HG-871,Supplier C,Vietnam,Chicago,Land,8/30/2025,9/3/2025,9/8/2025,9/8/2025,Delivered,206,90.68,144.1,18680.08,840.6,0,No,5
10253,Home Goods,HG-792,National Logistics,Vietnam,Houston,Express,3/10/2025,3/12/2025,3/14/2025,3/16/2025,Delivered,225,112.14,266.12,25231.5,2523.15,0,No,5
10254,Electronics,Model-B583,National Logistics,China,Phoenix,Land,8/15/2025,8/18/2025,8/25/2025,8/27/2025,Delivered,360,87.14,141.96,31370.4,1411.67,34,No,3
10255,Electronics,Model-B583,Global Imports,Vietnam,New York,Sea,6/13/2025,6/16/2025,7/22/2025,7/23/2025,Delivered,265,135.07,259.23,35793.55,1073.81,0,No,5
10256,Apparel,SKU-8340,Supplier A,Vietnam,Los Angeles,Express,9/5/2024,9/8/2024,9/9/2024,9/12/2024,Delivered,344,22.32,35.94,7678.08,767.81,0,No,5
10257,Electronics,Model-D274,Global Imports,Mexico,Chicago,Air,6/8/2025,6/13/2025,6/20/2025,6/19/2025,Delayed,182,48.65,111.65,8854.3,664.07,0,No,4
10258,Home Goods,HG-753,Supplier B,Vietnam,Houston,Sea,6/2/2025,6/4/2025,7/4/2025,7/4/2025,Delivered,323,30.14,57.73,9735.22,292.06,0,No,5
10259,Electronics,Model-A897,Supplier C,Germany,Phoenix,Air,2/20/2025,2/21/2025,2/27/2025,2/26/2025,Delayed,202,90.29,167.26,18238.58,1367.89,0,No,4
10260,Home Goods,HG-753,Supplier B,Germany,New York,Land,9/20/2024,9/25/2024,10/4/2024,10/5/2024,Delivered,91,150.51,349.83,13696.41,616.34,0,No,5
10261,Apparel,SKU-2885,Supplier B,USA,Los Angeles,Sea,12/13/2024,12/14/2024,1/23/2025,1/23/2025,Delivered,99,24.5,41.98,2425.5,72.77,0,No,5
10262,Apparel,SKU-7098,Supplier B,Germany,Chicago,Sea,7/11/2025,7/14/2025,8/22/2025,8/25/2025,Delivered,497,141.03,271.8,70091.91,2102.76,0,No,5
10263,Electronics,Model-E903,Global Imports,Vietnam,Houston,Land,1/9/2024,1/14/2024,1/19/2024,1/23/2024,Delivered,142,94.52,171.01,13421.84,603.98,0,No,5
10264,Electronics,Model-E903,Supplier A,Germany,Phoenix,Air,7/3/2024,7/4/2024,7/9/2024,7/13/2024,Delivered,96,110.26,230.51,10584.96,793.87,0,No,5
10265,Electronics,Model-C260,Supplier A,USA,New York,Air,7/19/2024,7/20/2024,7/27/2024,7/28/2024,Delivered,198,88.78,138.45,17578.44,1318.38,0,No,5
10266,Apparel,SKU-6533,Supplier A,Germany,Los Angeles,Express,5/30/2024,5/31/2024,6/2/2024,6/3/2024,Delivered,246,100.01,175.2,24602.46,2460.25,0,No,5
10267,Home Goods,HG-753,Supplier A,Vietnam,Chicago,Land,12/20/2024,12/25/2024,1/5/2025,1/7/2025,Delivered,157,53.32,117.21,8371.24,376.71,0,No,5
10268,Home Goods,HG-593,National Logistics,China,Houston,Express,3/6/2025,3/9/2025,3/11/2025,3/13/2025,Delivered,246,91.27,155.54,22452.42,2245.24,0,No,5
10269,Home Goods,HG-753,Supplier A,China,Phoenix,Sea,9/26/2025,9/28/2025,11/2/2025,11/6/2025,Delivered,99,44.43,85.64,4398.57,131.96,0,No,5
10270,Apparel,SKU-8340,National Logistics,USA,New York,Land,6/20/2025,6/24/2025,7/6/2025,7/8/2025,Delivered,102,10.59,18.45,1080.18,48.61,0,No,5
10271,Home Goods,HG-871,Global Imports,Vietnam,Los Angeles,Express,10/17/2023,10/22/2023,10/23/2023,10/25/2023,Delivered,406,75.21,153.3,30535.26,3053.53,0,No,5
10272,Apparel,SKU-2885,Supplier B,Germany,Chicago,Air,1/8/2025,1/13/2025,1/17/2025,1/17/2025,Delivered,127,76.42,154.25,9705.34,727.9,0,No,5
10273,Apparel,SKU-8340,Global Imports,USA,Houston,Air,2/18/2025,2/23/2025,2/28/2025,2/28/2025,Delivered,331,122.37,231.89,40504.47,3037.84,0,No,5
10274,Apparel,SKU-2885,Supplier A,USA,Phoenix,Air,11/14/2023,11/17/2023,11/22/2023,11/26/2023,Delivered,361,18.72,35.67,6757.92,506.84,0,No,5
10275,Apparel,SKU-8340,Global Imports,USA,New York,Sea,3/1/2025,3/4/2025,4/1/2025,4/3/2025,Delivered,268,56.67,89.74,15187.56,455.63,3,Yes,2
10276,Apparel,SKU-2885,National Logistics,Mexico,Los Angeles,Land,4/24/2024,4/28/2024,,5/13/2024,Cancelled,469,41.28,66.8,19360.32,871.21,0,No,
10277,Home Goods,HG-871,Supplier B,Germany,Chicago,Land,2/5/2025,2/8/2025,2/16/2025,2/16/2025,Delivered,387,43.93,93.51,17000.91,765.04,0,No,5
10278,Home Goods,HG-723,Global Imports,Vietnam,Houston,Air,5/8/2024,5/10/2024,5/16/2024,5/20/2024,Delivered,396,112.41,274.6,44514.36,3338.58,0,No,5
10279,Electronics,Model-D274,National Logistics,Mexico,Phoenix,Air,5/2/2025,5/6/2025,5/8/2025,5/11/2025,Delivered,192,11.56,19.77,2219.52,166.46,0,No,5
10280,Apparel,SKU-7098,Supplier A,Mexico,New York,Land,10/16/2024,10/18/2024,10/27/2024,10/27/2024,Delivered,301,105.49,251.47,31752.49,1428.86,0,No,5
10281,Apparel,SKU-8340,Supplier B,Vietnam,Los Angeles,Land,4/12/2025,4/17/2025,4/26/2025,4/30/2025,Delivered,309,108.99,223.28,33677.91,1515.51,0,No,5
10282,Apparel,SKU-2885,Supplier A,USA,Chicago,Express,12/30/2023,1/1/2024,1/2/2024,1/6/2024,Delivered,248,89.32,172.39,22151.36,2215.14,0,No,5
10283,Electronics,Model-D274,Supplier B,USA,Houston,Sea,8/13/2025,8/17/2025,9/7/2025,9/8/2025,Delivered,142,140.67,335.78,19975.14,599.25,0,No,5
10284,Home Goods,HG-753,National Logistics,China,Phoenix,Air,7/10/2025,7/15/2025,7/22/2025,7/26/2025,Delivered,297,48,114.82,14256,1069.2,0,No,5
10285,Electronics,Model-D274,Supplier A,USA,New York,Air,8/14/2025,8/18/2025,8/23/2025,8/26/2025,Delivered,417,106.41,262.23,44372.97,3327.97,0,No,5
10286,Home Goods,HG-723,National Logistics,USA,Los Angeles,Land,9/15/2024,9/18/2024,9/27/2024,9/26/2024,Delayed,375,142,347.05,53250,2396.25,0,No,4
10287,Home Goods,HG-753,Supplier C,China,Chicago,Express,12/31/2024,1/3/2025,,1/9/2025,Cancelled,326,91.1,185.46,29698.6,2969.86,0,No,
10288,Home Goods,HG-753,Supplier B,Germany,Houston,Land,3/4/2025,3/6/2025,3/13/2025,3/14/2025,Delivered,476,73.91,172.88,35181.16,1583.15,0,No,5
10289,Home Goods,HG-871,National Logistics,Vietnam,Phoenix,Air,12/16/2024,12/17/2024,12/23/2024,12/22/2024,Delayed,456,41.16,62.44,18768.96,1407.67,0,No,4
10290,Apparel,SKU-8340,Global Imports,USA,New York,Air,9/29/2024,10/2/2024,10/9/2024,10/13/2024,Delivered,384,131.19,296,50376.96,3778.27,0,No,5
10291,Home Goods,HG-871,Supplier C,China,Los Angeles,Express,8/1/2025,8/3/2025,8/4/2025,8/7/2025,Delivered,92,60.12,121.47,5531.04,553.1,0,No,5
10292,Apparel,SKU-7098,Global Imports,Mexico,Chicago,Express,4/5/2024,4/10/2024,4/12/2024,4/12/2024,Delivered,310,128.22,286.99,39748.2,3974.82,0,No,5
10293,Home Goods,HG-723,Supplier C,Mexico,Houston,Land,6/25/2024,6/30/2024,7/12/2024,7/13/2024,Delivered,139,104.51,251.98,14526.89,653.71,0,No,5
10294,Electronics,Model-A897,National Logistics,Germany,Phoenix,Express,9/19/2024,9/21/2024,9/22/2024,9/25/2024,Delivered,294,87.1,155.33,25607.4,2560.74,0,No,5
10295,Home Goods,HG-753,Global Imports,Germany,New York,Sea,1/30/2024,1/31/2024,3/6/2024,3/9/2024,Delivered,420,135.49,266.89,56905.8,1707.17,0,No,5
10296,Electronics,Model-C260,Supplier B,China,Los Angeles,Sea,4/23/2025,4/28/2025,5/19/2025,5/20/2025,Delivered,244,14.11,23.14,3442.84,103.29,0,No,5
10297,Apparel,SKU-2885,Supplier B,Vietnam,Chicago,Land,10/28/2024,11/2/2024,11/11/2024,11/12/2024,Delivered,346,95.29,229.42,32970.34,1483.67,14,No,3
10298,Home Goods,HG-792,Global Imports,Germany,Houston,Air,2/15/2025,2/20/2025,2/23/2025,2/22/2025,Delayed,377,36.56,66.63,13783.12,1033.73,0,No,4
10299,Home Goods,HG-753,National Logistics,Vietnam,Phoenix,Land,4/26/2025,4/27/2025,,5/12/2025,Cancelled,76,133.84,327.78,10171.84,457.73,0,No,
10300,Home Goods,HG-753,Supplier B,Mexico,New York,Express,3/16/2025,3/19/2025,3/22/2025,3/25/2025,Delivered,151,100.94,224.96,15241.94,1524.19,2,No,3
10301,Home Goods,HG-723,Supplier C,USA,Los Angeles,Sea,2/26/2025,2/28/2025,,4/6/2025,Cancelled,424,105.36,200.23,44672.64,1340.18,0,No,
10302,Home Goods,HG-792,Supplier C,Vietnam,Chicago,Land,1/15/2025,1/16/2025,,1/23/2025,Cancelled,156,24.31,50.67,3792.36,170.66,0,No,
